,name,github_id,labels,category,homepage,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,pypi_id,pypi_url,pypi_monthly_downloads,trending,doc_url,conda_id,conda_url,conda_latest_release_published_at,conda_total_downloads,home_page,docs_url,update_at,commint_count,gitlab_id,gitlab_url
13,NVIDIA Isaac Sim Isaac Lab,isaac-sim/IsaacLab,[],ml,https://isaac-sim.github.io/IsaacLab,https://github.com/isaac-sim/IsaacLab,BSD-3-Clause,2022-11-16 23:55:13,2025-08-27 03:51:06,2025-08-27 03:09:35,1297.0,296.0,2179.0,50.0,851.0,225.0,1498.0,4706.0,2025-08-07 19:42:33,2.2.0,,,16.0,Unified framework for robot learning built on NVIDIA Isaac Sim.,,,152.0,28,True,1.0,,,,,,,,,,,,,,,
14,OGRE,OGRECave/ogre,[],render,https://www.ogre3d.org/,https://github.com/OGRECave/ogre,MIT,2015-11-29 15:57:03,2025-08-26 17:51:12,2025-08-26 17:51:12,13046.0,102.0,1005.0,153.0,2501.0,139.0,770.0,4330.0,2025-07-26 11:09:41,14.4.0,3725.0,35.0,82.0,"scene-oriented, flexible 3D engine (C++, Python, C#, Java).",,,339.0,28,True,2.0,,,,,,,,,,,,,,,
15,Webots,cyberbotics/webots,,robotics,https://www.cyberbotics.com/,https://github.com/cyberbotics/webots,Apache-2.0,2018-11-05 14:09:10,2025-08-27 05:50:47,2025-08-26 19:42:27,15728.0,24.0,1790.0,74.0,4659.0,222.0,1653.0,3741.0,2025-02-04 12:36:33,R2025a,1689410.0,21117.0,17.0,Webots Robot Simulator.,,,140.0,28,True,1.0,,,,,,,,,,,,,,,
16,Wren (Webots),cyberbotics/webots,[],render,https://cyberbotics.com/,https://github.com/cyberbotics/webots,Apache-2.0,2018-11-05 14:09:10,2025-08-27 05:50:47,2025-08-26 19:42:27,15728.0,24.0,1790.0,74.0,4659.0,222.0,1653.0,3741.0,2025-02-04 12:36:33,R2025a,1689410.0,21117.0,17.0,Webots Robot Simulator.,,,140.0,28,True,2.0,,,,,,,,,,,,,,,
17,Bullet Physics SDK,bulletphysics/bullet3,[],physics,http://bulletphysics.org/,https://github.com/bulletphysics/bullet3,zlib,2011-04-12 18:45:08,2025-04-23 21:17:33,2025-04-23 21:17:20,9404.0,,2887.0,412.0,1924.0,242.0,1791.0,13668.0,2022-04-24 23:54:27,3.25,5568.0,48.0,11.0,"Bullet Physics SDK: real-time collision detection and multi-physics simulation for VR, games, visual effects,..",21.0,21.0,311.0,27,True,1.0,,,,,,,,,,,,,,,
18,Project CHRONO,projectchrono/chrono,,physics,https://projectchrono.org,https://github.com/projectchrono/chrono,BSD 3-Clause,2013-09-03 15:34:23,2025-08-27 08:15:41,2025-08-26 15:26:51,18373.0,187.0,497.0,113.0,270.0,103.0,224.0,2509.0,2025-06-28 16:26:10,8.1.0,8895.0,171.0,6.0,High-performance C++ library for multiphysics and multibody dynamics simulations.,,,132.0,27,True,1.0,,,,-1.0,,,,,,,,,,,
19,BRAX,google/brax,,physics,https://github.com/google/brax,https://github.com/google/brax,Apache-2,2021-06-02 21:45:19,2025-08-21 16:39:31,2025-08-21 16:38:37,354.0,20.0,300.0,34.0,103.0,84.0,312.0,2828.0,2025-08-15 18:50:11,0.13.0,,,34.0,Massively parallel rigidbody physics simulation on accelerator hardware.,528.0,528.0,47.0,26,True,2.0,,,,,,,,,,,,,,,
20,Avian 3D,Jondolf/avian,,physics,https://crates.io/crates/avian3d,https://github.com/Jondolf/avian,Apache-2.0,2022-05-29 11:28:38,2025-08-24 16:17:23,2025-08-24 13:19:19,1065.0,44.0,174.0,15.0,457.0,136.0,185.0,2338.0,2025-06-05 09:11:53,0.3.1,,,12.0,ECS-driven 2D and 3D physics engine for the Bevy game engine.,338.0,338.0,66.0,26,True,2.0,,,,,,,,,,,,,,,
21,PyRender,mmatl/pyrender,,render,http://pyrender.readthedocs.io/,https://github.com/mmatl/pyrender,MIT,2019-01-20 00:11:18,2025-02-07 06:54:10,2022-04-30 19:40:43,255.0,,239.0,20.0,65.0,166.0,75.0,1429.0,,,,131721.0,,Easy-to-use glTF 2.0-compliant OpenGL renderer for visualization of 3D scenes.,3077.0,3077.0,23.0,25,True,3.0,pyrender,https://pypi.org/project/pyrender,131721.0,5.0,,,,,,,,,,,
22,ESMINI,esmini/esmini,,auto,https://github.com/esmini/esmini,https://github.com/esmini/esmini,MPL-2,2019-05-03 07:49:16,2025-08-27 10:16:51,2025-08-26 11:36:37,3512.0,111.0,234.0,25.0,145.0,179.0,401.0,855.0,2025-08-26 12:28:31,2.50.4,28176.0,469.0,100.0,a basic OpenSCENARIO player.,,,85.0,25,True,2.0,,,,,,,,,,,,,,,
23,Gymnasium Robotics,Farama-Foundation/Gymnasium-Robotics,,ml,https://robotics.farama.org/,https://github.com/Farama-Foundation/Gymnasium-Robotics,MIT,2021-10-25 18:10:57,2025-08-18 20:25:15,2025-07-24 19:48:59,459.0,6.0,112.0,15.0,202.0,15.0,66.0,746.0,2025-07-24 19:50:03,1.4.1,,33921.0,14.0,A collection of robotics simulation environments for reinforcement learning.,298.0,298.0,34.0,25,True,2.0,gymnasium-robotics,https://pypi.org/project/gymnasium-robotics,33921.0,4.0,,,,,,,,,,,
24,Vulkan,KhronosGroup/Vulkan-Hpp,[],render,https://www.khronos.org/,https://github.com/KhronosGroup/Vulkan-Hpp,Apache-2.0,2016-06-16 12:51:55,2025-08-26 15:03:00,2025-08-26 15:03:00,2267.0,71.0,328.0,113.0,1624.0,8.0,629.0,3467.0,2025-08-11 11:36:02,1.4.325,,,100.0,Open-Source Vulkan C++ API.,,,94.0,24,True,3.0,,,,,,,,,,,,,,,
25,OpenGL,KhronosGroup/Vulkan-Hpp,[],render,https://www.khronos.org/,https://github.com/KhronosGroup/Vulkan-Hpp,Apache-2.0,2016-06-16 12:51:55,2025-08-26 15:03:00,2025-08-26 15:03:00,2267.0,71.0,328.0,113.0,1624.0,8.0,629.0,3467.0,2025-08-11 11:36:02,1.4.325,,,100.0,Open-Source Vulkan C++ API.,,,94.0,24,True,3.0,,,,,,,,,,,,,,,
26,HighwayEnv,Farama-Foundation/HighwayEnv,,others,https://highway-env.farama.org/,https://github.com/Farama-Foundation/HighwayEnv,MIT,2017-11-15 15:38:46,2025-07-10 14:15:25,2025-07-10 14:14:04,1413.0,5.0,778.0,29.0,115.0,74.0,407.0,2989.0,2024-08-19 21:58:05,1.10.1,,4374.0,16.0,A minimalist environment for decision-making in autonomous driving.,,,45.0,24,True,1.0,highway-env,https://pypi.org/project/highway-env,4374.0,3.0,,,,,,,,,,,
27,JSBSim,JSBSim-Team/jsbsim,[],physics,https://github.com/JSBSim-Team/jsbsim,https://github.com/JSBSim-Team/jsbsim,LGPL-2.1,2017-12-17 20:18:32,2025-08-26 04:42:17,2025-08-24 16:08:57,5968.0,14.0,493.0,57.0,421.0,40.0,319.0,1685.0,2025-06-07 19:39:51,1.2.3,30114.0,470.0,20.0,An open source flight dynamics & control software library.,,,70.0,24,True,2.0,,,,,,,,,,,,,,,
28,Metaworld,Farama-Foundation/Metaworld,,ml,https://metaworld.farama.org/,https://github.com/Farama-Foundation/Metaworld,MIT,2019-09-09 19:00:02,2025-07-31 00:09:14,2025-07-31 00:09:14,957.0,5.0,279.0,29.0,313.0,5.0,231.0,1556.0,2025-06-14 01:43:48,3.0.0,,1450.0,2.0,Collections of robotics environments geared towards benchmarking multi-task and meta reinforcement learning.,,,39.0,24,True,2.0,metaworld,https://pypi.org/project/metaworld,1450.0,,,,,,,,,,,,
29,AI2-thor,allenai/ai2thor,,ml,https://ai2thor.allenai.org/,https://github.com/allenai/ai2thor,Apache-2.0,2017-10-17 18:00:39,2025-08-27 00:10:44,2025-05-29 18:14:02,7768.0,2.0,246.0,66.0,596.0,267.0,374.0,1491.0,2022-12-13 23:25:15,5.0.0,,,48.0,An open-source platform for Visual AI.,383.0,383.0,49.0,24,True,2.0,,,,,,,,,,,,,,,
30,AWSim,tier4/AWSIM,,auto,https://github.com/tier4/AWSIM,https://github.com/tier4/AWSIM,apache-2,2022-10-14 00:48:24,2025-08-27 08:31:37,2025-08-27 08:31:04,1237.0,116.0,98.0,62.0,304.0,18.0,97.0,605.0,2025-08-01 06:40:34,2.0.0,65452.0,1925.0,11.0,Open source simulator for self-driving vehicles.,,,32.0,24,True,3.0,,,,,,,,,,,,,,,
31,IR-SIM,hanruihua/ir-sim,,flatsim,https://ir-sim.readthedocs.io/en,https://github.com/hanruihua/ir-sim,MIT,2022-05-30 03:51:40,2025-08-27 01:57:19,2025-08-27 01:57:11,1367.0,106.0,71.0,7.0,76.0,4.0,27.0,569.0,2025-08-24 18:27:21,2.7.1,,2241.0,40.0,"A Python based lightweight robot simulator for the development of algorithms in robotics navigation, control, and..",12.0,12.0,10.0,24,True,1.0,ir-sim,https://pypi.org/project/ir-sim,2241.0,,,,,,,,,,,,
32,Basilisk,AVSLab/basilisk,,space,https://github.com/AVSLab/basilisk,https://github.com/AVSLab/basilisk,ISC,2022-12-13 01:59:21,2025-08-26 19:56:29,2025-08-26 18:28:47,12021.0,199.0,80.0,10.0,432.0,88.0,295.0,227.0,2025-04-20 14:29:30,2.7.0,,,9.0,Astrodynamics simulation framework.,,,114.0,23,True,1.0,,,,,,,,,,,,,,,
33,Simbody,simbody/simbody,[],physics,https://simtk.org/home/simbody,https://github.com/simbody/simbody,Apache-2.0,2013-08-16 00:21:53,2025-08-25 15:16:28,2025-08-25 15:16:27,5032.0,8.0,470.0,150.0,495.0,135.0,202.0,2443.0,2025-05-17 23:22:29,Simbody-3.8,,,11.0,High-performance C++ multibody dynamics/physics library for simulating articulated biomechanical and mechanical..,,,62.0,22,True,2.0,,,,,,,,,,,,,,,
34,ManiSkill,haosulab/ManiSkill,,ml,https://maniskill.ai/,https://github.com/haosulab/ManiSkill,Apache-2.0,2022-08-02 04:56:58,2025-08-26 19:02:44,2025-08-26 19:02:40,574.0,48.0,324.0,21.0,538.0,98.0,572.0,1973.0,2025-05-20 05:05:42,3.0.0b21,,,35.0,"SAPIEN Manipulation Skill Framework, an open source GPU parallelized robotics simulator and benchmark, led by Hillbot,..",,,48.0,22,True,2.0,,,,,,,,,,,,,,,
35,DART,dartsim/dart,[],physics,http://dartsim.github.io/,https://github.com/dartsim/dart,BSD-2-Clause,2011-09-19 21:53:51,2025-08-27 03:06:23,2025-08-23 06:31:29,6158.0,33.0,281.0,62.0,1281.0,155.0,515.0,993.0,2024-11-15 17:14:52,6.15.0,,,61.0,DART: Dynamic Animation and Robotics Toolkit.,8.0,8.0,73.0,22,True,2.0,,,,,,,,,,,,,,,
36,SVL Simulator,lgsvl/simulator,,auto,https://github.com/lgsvl/simulator,https://github.com/lgsvl/simulator,,2018-07-02 22:07:26,2023-04-04 21:17:55,2022-01-19 23:09:19,2067.0,,765.0,85.0,41.0,614.0,1490.0,2383.0,2021-10-04 19:40:16,2021.3,97539.0,1219.0,32.0,A ROS/ROS2 Multi-robot Simulator for Autonomous Vehicles.,,,46.0,21,False,3.0,,,,,,,,,,,,,,,
37,Gazebo Classic,gazebosim/gazebo-classic,,robotics,https://classic.gazebosim.org/,https://github.com/gazebosim/gazebo-classic,Apache-2,2020-04-19 04:26:21,2024-12-03 13:17:30,2024-12-03 13:13:52,32589.0,,495.0,32.0,337.0,1466.0,1588.0,1278.0,,,,,,"Gazebo classic. For the latest version, see https://github.com/gazebosim/gz-sim.",,,199.0,21,False,2.0,,,,,,,,,,,,,,,
38,Gazebo,gazebosim/gz-sim,,robotics,https://gazebosim.org/home,https://github.com/gazebosim/gz-sim,Apache-2.0,2020-04-15 09:17:50,2025-08-27 06:00:36,2025-08-27 06:00:36,7351.0,77.0,321.0,20.0,2050.0,425.0,564.0,1008.0,2025-01-16 23:44:06,gz-sim9_9.0.0,,,6.0,Open source robotics simulator. The latest version of Gazebo.,,,162.0,21,True,2.0,,,,,https://gazebosim.org/api/sim/9/,,,,,,,,,,
39,IGibson,StanfordVL/iGibson,,ml,https://svl.stanford.edu/igibson/,https://github.com/StanfordVL/iGibson,MIT,2019-05-21 21:45:23,2024-06-26 19:22:02,2023-02-19 08:26:34,4079.0,,160.0,44.0,36.0,126.0,214.0,763.0,2023-02-19 08:29:49,2.2.2,292.0,4.0,16.0,A Simulation Environment to train Robots in Large Realistic Interactive Scenes.,14.0,14.0,34.0,21,True,2.0,,,,,,,,,,,,,,,
40,Virtual RobotX,osrf/vrx,,maritime,https://github.com/osrf/vrx,https://github.com/osrf/vrx,Apache-2.0,2020-05-04 20:29:12,2025-07-24 18:24:19,2025-07-24 16:37:40,2459.0,15.0,227.0,16.0,296.0,38.0,517.0,544.0,2025-07-24 18:30:37,3.0.4,,,18.0,Virtual RobotX (VRX) resources.,,,36.0,21,True,1.0,,,,,,,,,,,,,,,
41,Habitat Sim,facebookresearch/habitat-sim,,ml,https://aihabitat.org/,https://github.com/facebookresearch/habitat-sim,MIT,2019-02-04 23:14:28,2025-08-22 14:43:25,2025-04-24 22:53:07,1639.0,,465.0,80.0,1739.0,192.0,636.0,3139.0,2025-01-27 19:28:32,"0.3,3",,,28.0,"A flexible, high-performance 3D simulator for Embodied AI research.",,,62.0,20,True,2.0,,,,,,,,,,,,,,,
42,Roboschool,openai/roboschool,,robotics,https://blog.openai.com/roboschool/,https://github.com/openai/roboschool,mit,2017-05-15 22:17:09,2023-04-02 11:37:04,2019-10-10 01:01:07,367.0,,479.0,278.0,32.0,75.0,109.0,2155.0,,,,,,"DEPRECATED: Open-source software for robot simulation, integrated with OpenAI Gym.",192.0,192.0,9.0,20,False,2.0,,,,,,,,,,,,,,,
43,Astrobee,NASA/astrobee,,space,https://github.com/nasa/astrobee,https://github.com/nasa/astrobee,Apache-2.0,2017-08-29 23:16:13,2025-06-04 17:04:13,2024-07-03 20:22:46,551.0,,338.0,64.0,616.0,14.0,193.0,1182.0,2024-07-19 22:29:17,0.19.1,,,23.0,NASA Astrobee Robot Software.,,,22.0,20,True,2.0,,,,,,,,,,,,,,,
44,pyrobosim,sea-bass/pyrobosim,[],flatsim,https://pyrobosim.readthedocs.io/,https://github.com/sea-bass/pyrobosim,MIT,2022-01-17 13:04:18,2025-08-19 03:12:36,2025-08-19 03:12:26,516.0,32.0,61.0,16.0,268.0,6.0,117.0,343.0,2025-08-19 03:17:20,4.3.0,,357.0,13.0,ROS 2 enabled 2D mobile robot simulator for behavior prototyping.,7.0,7.0,18.0,20,True,2.0,pyrobosim,https://pypi.org/project/pyrobosim,357.0,,,,,,,,,,,,
45,Jiminy,duburcqa/jiminy,,ml,https://github.com/duburcqa/jiminy,https://github.com/duburcqa/jiminy,MIT,2019-10-04 08:33:59,2025-07-20 13:58:26,2025-05-01 09:16:25,638.0,,27.0,4.0,749.0,35.0,92.0,267.0,2025-02-09 14:27:31,1.8.12,,1625.0,100.0,Jiminy: a fast and portable Python/C++ simulator of poly-articulated robots with OpenAI Gym interface for..,10.0,10.0,9.0,20,True,2.0,jiminy-py,https://pypi.org/project/jiminy-py,1625.0,,,,,,,,,,,,
46,Cosys-AirSim,Cosys-Lab/Cosys-AirSim,,aerial,https://cosys-lab.github.io/Cosys-AirSim/,https://github.com/Cosys-Lab/Cosys-AirSim,mit,2022-08-22 09:24:58,2025-07-30 16:37:20,2025-04-16 10:05:50,5135.0,,76.0,10.0,31.0,37.0,39.0,210.0,2025-04-16 10:16:26,5.5-v3.3,5153.0,322.0,10.0,"AirSim is a simulator for drones, cars and more, built on Unreal Engine. We expand it with new implementations and..",,,261.0,20,True,1.0,,,,,,,,,,,,,,,
47,K-Sim,kscalelabs/ksim,,ml,https://docs.kscale.dev/docs/ksim,https://github.com/kscalelabs/ksim,MIT,2025-01-26 04:37:31,2025-08-26 19:49:59,2025-08-26 02:34:42,799.0,108.0,27.0,5.0,499.0,15.0,12.0,197.0,2025-08-18 11:19:25,0.2.10,,1258.0,82.0,RL training library for humanoid locomotion and manipulation. Built on top of MuJoCo and JAX.,,,9.0,20,True,2.0,ksim,https://pypi.org/project/ksim,1258.0,,,,,,,,,,,,
48,jaxsim,ami-iit/jaxsim,,ml,https://jaxsim.readthedocs.io,https://github.com/ami-iit/jaxsim,BSD-3-Clause,2022-01-31 16:44:28,2025-08-14 09:02:46,2025-08-04 09:05:00,2113.0,24.0,17.0,18.0,380.0,14.0,58.0,146.0,2025-04-22 15:56:40,0.7.0,,2444.0,10.0,A differentiable physics engine and multibody dynamics library for control and robot learning.,3.0,3.0,13.0,20,True,2.0,jaxsim,https://pypi.org/project/jaxsim,1852.0,,,conda-forge/jaxsim,https://anaconda.org/conda-forge/jaxsim,2025-04-29 13:51:13.239,10667.0,,,,,,
49,Self Driving Car,udacity/self-driving-car-sim,,auto,https://github.com/udacity/self-driving-car-sim,https://github.com/udacity/self-driving-car-sim,mit,2017-02-08 03:31:26,2022-02-24 12:49:52,2022-02-24 12:49:52,26.0,,1463.0,225.0,16.0,53.0,70.0,3962.0,2017-07-11 20:07:27,T3_v1.2,71198.0,719.0,11.0,A self-driving car simulator built with Unity.,,,8.0,19,False,3.0,,,,,,,,,,,,,,,
50,Sapien,haosulab/SAPIEN,,ml,https://sapien.ucsd.edu/,https://github.com/haosulab/SAPIEN,,2020-03-16 01:11:40,2025-08-12 19:32:20,2025-07-17 18:25:36,1690.0,4.0,54.0,17.0,28.0,56.0,143.0,627.0,,,4212.0,280.0,2.0,SAPIEN Embodied AI Platform.,227.0,227.0,15.0,19,True,3.0,,,,,,,,,,,,,,,
51,PyFlyt,jjshoots/PyFlyt,,aerial,https://github.com/jjshoots/PyFlyt,https://github.com/jjshoots/PyFlyt,MIT,2022-05-27 15:44:46,2025-06-17 11:55:49,2025-06-17 11:55:49,1081.0,2.0,33.0,6.0,34.0,14.0,43.0,178.0,2025-03-01 13:09:21,0.29.0,,866.0,34.0,UAV Flight Simulator for Reinforcement Learning Research.,37.0,37.0,11.0,19,True,1.0,pyflyt,https://pypi.org/project/pyflyt,866.0,,,,,,,https://taijunjet.com/PyFlyt/index.html,,,,,
52,RotorS,ethz-asl/rotors_simulator,[],aerial,https://github.com/ethz-asl/rotors_simulator,https://github.com/ethz-asl/rotors_simulator,mit,2014-03-18 15:02:10,2024-07-15 13:12:46,2021-07-06 12:37:20,1780.0,,681.0,97.0,339.0,161.0,220.0,1374.0,,,,,,RotorS is a UAV gazebo simulator.,,,49.0,18,True,2.0,,,,,,,,,,,,,,,
53,MuJoCo playground,google-deepmind/mujoco_playground/,,ml,https://playground.mujoco.org/,https://github.com/google-deepmind/mujoco_playground,Apache-2.0,2024-12-03 22:39:09,2025-08-26 21:14:15,2025-08-26 21:13:31,138.0,34.0,178.0,17.0,49.0,18.0,93.0,1348.0,2025-06-23 18:39:59,0.0.5,,,4.0,An open-source library for GPU-accelerated robot learning and sim-to-real transfer.,,,,18,True,3.0,,,,,,,,,,,,,,,
54,OpenRAVE,rdiankov/openrave,[],robotics,https://openrave.org/,https://github.com/rdiankov/openrave,Apache-2 and LGPL-3,2012-09-14 05:40:51,2025-08-25 10:53:24,2024-08-16 12:00:23,10375.0,,325.0,73.0,1005.0,299.0,222.0,783.0,,,,,,"Open Robotics Automation Virtual Environment: An environment for testing, developing, and deploying robotics motion..",,,122.0,18,True,2.0,,,,,,,,,,,,,,,
55,MuJoCo Wrap,google-deepmind/mujoco_warp,[],physics,https://github.com/google-deepmind/mujoco_warp,https://github.com/google-deepmind/mujoco_warp,Apache-2.0,2025-03-17 22:35:01,2025-08-27 09:09:23,2025-08-27 09:09:23,1321.0,580.0,67.0,32.0,481.0,49.0,124.0,692.0,,,,,,"GPU-optimized version of the MuJoCo physics simulator, designed for NVIDIA hardware.",,,24.0,18,True,3.0,,,,,,,,,,,,,,,
56,Flightmare,uzh-rpg/flightmare,[],aerial,https://uzh-rpg.github.io/flightmare/,https://github.com/uzh-rpg/flightmare,MIT,2020-07-14 12:40:25,2024-06-14 15:36:57,2023-05-15 08:41:51,139.0,,361.0,36.0,37.0,113.0,60.0,1197.0,2020-12-01 16:59:05,0.0.5,5592.0,93.0,5.0,An Open Flexible Quadrotor Simulator.,,,7.0,17,True,2.0,,,,,,,,,,,,,,,
57,MetaDrive,metadriverse/metadrive/,,ml,https://metadriverse.github.io/metadrive-simulator/,https://github.com/metadriverse/metadrive,Apache-2.0,2021-08-28 08:42:42,2025-08-15 18:57:56,2025-05-12 06:21:55,822.0,,141.0,17.0,436.0,83.0,311.0,978.0,2024-12-06 17:31:09,MetaDrive-0.4.3,47223.0,1004.0,12.0,MetaDrive: Lightweight driving simulator for everyone.,,,,17,True,3.0,,,,,,,,,,,,,,,
