,name,github_id,labels,category,homepage,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,pypi_id,pypi_url,pypi_monthly_downloads,doc_url,trending,conda_id,conda_url,conda_latest_release_published_at,conda_total_downloads,docs_url,update_at,commint_count,gitlab_id,gitlab_url
10,Atom,o3de/o3de,[],render,https://docs.o3de.org/docs/atom-guide/,https://github.com/o3de/o3de,Apache-2.0 and MIT,2021-04-05 06:38:18,2025-07-29 18:12:47,2025-07-29 18:12:47,26549.0,187.0,2299.0,144.0,10876.0,3292.0,4495.0,8439.0,2025-07-22 17:21:09,2505.1,9973.0,207.0,16.0,Open 3D Engine (O3DE) is an Apache 2.0-licensed multi-platform 3D engine that enables developers and content creators..,,,312.0,29,True,1.0,,,,,,,,,,,,,,
11,Webots,cyberbotics/webots,,robotics,https://www.cyberbotics.com/,https://github.com/cyberbotics/webots,Apache-2.0,2018-11-05 14:09:10,2025-07-29 23:15:14,2025-07-14 09:31:29,15718.0,15.0,1780.0,73.0,4647.0,221.0,1647.0,3696.0,2025-02-04 12:36:33,R2025a,1675305.0,21206.0,17.0,Webots Robot Simulator.,,,138.0,29,True,1.0,,,,,,,,,,,,,,
12,Wren (Webots),cyberbotics/webots,[],render,https://cyberbotics.com/,https://github.com/cyberbotics/webots,Apache-2.0,2018-11-05 14:09:10,2025-07-29 23:15:14,2025-07-14 09:31:29,15718.0,15.0,1780.0,73.0,4647.0,221.0,1647.0,3696.0,2025-02-04 12:36:33,R2025a,1675305.0,21206.0,17.0,Webots Robot Simulator.,,,138.0,29,True,1.0,,,,,,,,,,,,,,
13,OGRE,OGRECave/ogre,[],render,https://www.ogre3d.org/,https://github.com/OGRECave/ogre,MIT,2015-11-29 15:57:03,2025-07-26 11:09:41,2025-07-24 17:32:02,13040.0,132.0,998.0,153.0,2493.0,139.0,768.0,4303.0,2025-07-26 11:09:41,14.4.0,3725.0,36.0,82.0,"scene-oriented, flexible 3D engine (C++, Python, C#, Java).",,,339.0,28,True,2.0,,,,,,,,,,,,,,
14,Genesis,Genesis-Embodied-AI/Genesis,,ml,https://github.com/Genesis-Embodied-AI/Genesis,https://github.com/Genesis-Embodied-AI/Genesis,Apache-2.0,2023-10-31 03:33:11,2025-07-30 01:54:17,2025-07-30 01:35:14,635.0,165.0,2414.0,241.0,523.0,119.0,622.0,26768.0,2025-01-08 13:38:00,0.2.1,,,1.0,A generative world for general-purpose robotics & embodied AI learning.,95.0,95.0,61.0,27,True,1.0,,,,,,,,,,,,,,
15,Bullet Physics SDK,bulletphysics/bullet3,[],physics,http://bulletphysics.org/,https://github.com/bulletphysics/bullet3,zlib,2011-04-12 18:45:08,2025-04-23 21:17:33,2025-04-23 21:17:20,9404.0,,2883.0,413.0,1924.0,238.0,1790.0,13602.0,2022-04-24 23:54:27,3.25,5567.0,48.0,11.0,"Bullet Physics SDK: real-time collision detection and multi-physics simulation for VR, games, visual effects,..",21.0,21.0,309.0,27,True,1.0,,,,,,,,,,,,,,
16,Project CHRONO,projectchrono/chrono,,physics,https://projectchrono.org,https://github.com/projectchrono/chrono,BSD 3-Clause,2013-09-03 15:34:23,2025-07-30 10:12:04,2025-07-30 10:11:54,18289.0,183.0,494.0,114.0,266.0,101.0,223.0,2477.0,2025-06-28 16:26:10,8.1.0,8847.0,173.0,6.0,High-performance C++ library for multiphysics and multibody dynamics simulations.,,,131.0,27,True,1.0,,,,,,,,,,,,,,
17,BRAX,google/brax,,physics,https://github.com/google/brax,https://github.com/google/brax,Apache-2,2021-06-02 21:45:19,2025-07-01 16:59:47,2025-07-01 16:59:06,340.0,15.0,296.0,33.0,103.0,84.0,308.0,2798.0,2025-06-13 18:40:01,0.12.4,,,32.0,Massively parallel rigidbody physics simulation on accelerator hardware.,520.0,520.0,43.0,26,True,2.0,,,,,,,,,,,,,,
18,Avian 3D,Jondolf/avian,,physics,https://crates.io/crates/avian3d,https://github.com/Jondolf/avian,Apache-2.0,2022-05-29 11:28:38,2025-07-30 01:58:52,2025-07-27 12:48:31,1054.0,53.0,169.0,15.0,444.0,138.0,181.0,2266.0,2025-06-05 09:11:53,0.3.1,,,12.0,ECS-driven 2D and 3D physics engine for the Bevy game engine.,332.0,332.0,66.0,26,True,2.0,,,,,,,,,,,,,,
19,NVIDIA Isaac Sim Isaac Lab,isaac-sim/IsaacLab,[],ml,https://isaac-sim.github.io/IsaacLab,https://github.com/isaac-sim/IsaacLab,BSD-3-Clause,2022-11-16 23:55:13,2025-07-30 09:58:58,2025-07-30 07:28:07,1095.0,132.0,2033.0,50.0,771.0,252.0,1376.0,4484.0,2025-04-24 15:13:49,2.1.0,,,14.0,Unified framework for robot learning built on NVIDIA Isaac Sim.,,,138.0,25,True,2.0,,,,,,,,,,,,,,
20,PyRender,mmatl/pyrender,,render,http://pyrender.readthedocs.io/,https://github.com/mmatl/pyrender,MIT,2019-01-20 00:11:18,2025-02-07 06:54:10,2022-04-30 19:40:43,255.0,,237.0,20.0,65.0,166.0,75.0,1421.0,,,,132316.0,,Easy-to-use glTF 2.0-compliant OpenGL renderer for visualization of 3D scenes.,3069.0,3069.0,23.0,25,True,3.0,pyrender,https://pypi.org/project/pyrender,132316.0,,,,,,,,,,,
21,ESMINI,esmini/esmini,,auto,https://github.com/esmini/esmini,https://github.com/esmini/esmini,MPL-2,2019-05-03 07:49:16,2025-07-25 14:37:34,2025-07-08 14:05:20,3481.0,105.0,231.0,25.0,145.0,181.0,396.0,864.0,2025-07-08 14:48:30,2.50.0,27799.0,441.0,100.0,a basic OpenSCENARIO player.,,,85.0,25,True,2.0,,,,,,,,,,,,,,
22,Vulkan,KhronosGroup/Vulkan-Hpp,[],render,https://www.khronos.org/,https://github.com/KhronosGroup/Vulkan-Hpp,Apache-2.0,2016-06-16 12:51:55,2025-07-30 07:36:58,2025-07-30 07:36:58,2245.0,60.0,324.0,114.0,1598.0,9.0,621.0,3433.0,2025-07-21 07:18:08,1.4.323,,,100.0,Open-Source Vulkan C++ API.,,,93.0,24,True,3.0,,,,,,,,,,,,,,
23,OpenGL,KhronosGroup/Vulkan-Hpp,[],render,https://www.khronos.org/,https://github.com/KhronosGroup/Vulkan-Hpp,Apache-2.0,2016-06-16 12:51:55,2025-07-30 07:36:58,2025-07-30 07:36:58,2245.0,60.0,324.0,114.0,1598.0,9.0,621.0,3433.0,2025-07-21 07:18:08,1.4.323,,,100.0,Open-Source Vulkan C++ API.,,,93.0,24,True,3.0,,,,,,,,,,,,,,
24,JSBSim,JSBSim-Team/jsbsim,[],physics,https://github.com/JSBSim-Team/jsbsim,https://github.com/JSBSim-Team/jsbsim,LGPL-2.1,2017-12-17 20:18:32,2025-07-29 11:46:05,2025-07-29 11:46:05,5964.0,18.0,489.0,58.0,412.0,39.0,317.0,1656.0,2025-06-07 19:39:51,1.2.3,29474.0,467.0,20.0,An open source flight dynamics & control software library.,,,70.0,24,True,2.0,,,,,,,,,,,,,,
25,AI2-thor,allenai/ai2thor,,ml,https://ai2thor.allenai.org/,https://github.com/allenai/ai2thor,Apache-2.0,2017-10-17 18:00:39,2025-07-30 00:12:23,2025-05-29 18:14:02,7768.0,2.0,245.0,66.0,596.0,266.0,372.0,1458.0,2022-12-13 23:25:15,5.0.0,,,48.0,An open-source platform for Visual AI.,381.0,381.0,49.0,24,True,2.0,,,,,,,,,,,,,,
26,IR-SIM,hanruihua/ir-sim,,flatsim,https://ir-sim.readthedocs.io/en,https://github.com/hanruihua/ir-sim,MIT,2022-05-30 03:51:40,2025-07-29 17:45:31,2025-07-28 18:09:11,1335.0,97.0,67.0,7.0,58.0,3.0,26.0,560.0,2025-07-27 16:18:51,2.6.1,,2696.0,38.0,"A Python based lightweight robot simulator for the development of algorithms in robotics navigation, control, and..",12.0,12.0,9.0,24,True,1.0,ir-sim,https://pypi.org/project/ir-sim,2696.0,,,,,,,,,,,
27,Simbody,simbody/simbody,[],physics,https://simtk.org/home/simbody,https://github.com/simbody/simbody,Apache-2.0,2013-08-16 00:21:53,2025-07-28 19:58:01,2025-07-25 16:57:47,5027.0,8.0,469.0,150.0,492.0,136.0,198.0,2430.0,2025-05-17 23:22:29,Simbody-3.8,,,11.0,High-performance C++ multibody dynamics/physics library for simulating articulated biomechanical and mechanical..,,,61.0,22,True,2.0,,,,,,,,,,,,,,
28,ManiSkill,haosulab/ManiSkill,,ml,https://maniskill.ai/,https://github.com/haosulab/ManiSkill,Apache-2.0,2022-08-02 04:56:58,2025-07-27 01:04:35,2025-07-27 01:04:29,563.0,58.0,314.0,21.0,523.0,91.0,555.0,1893.0,2025-05-20 05:05:42,3.0.0b21,,,35.0,"SAPIEN Manipulation Skill Framework, an open source GPU parallelized robotics simulator and benchmark, led by Hillbot,..",,,47.0,22,True,2.0,,,,,1.0,,,,,,,,,
29,DART,dartsim/dart,[],physics,http://dartsim.github.io/,https://github.com/dartsim/dart,BSD-2-Clause,2011-09-19 21:53:51,2025-07-30 03:48:39,2025-07-27 03:00:38,6138.0,28.0,281.0,62.0,1257.0,156.0,514.0,985.0,2024-11-15 17:14:52,6.15.0,,,61.0,DART: Dynamic Animation and Robotics Toolkit.,8.0,8.0,73.0,22,True,2.0,,,,,,,,,,,,,,
30,Basilisk,AVSLab/basilisk,,space,https://github.com/AVSLab/basilisk,https://github.com/AVSLab/basilisk,ISC,2022-12-13 01:59:21,2025-07-30 01:00:45,2025-07-28 15:48:46,11935.0,121.0,78.0,11.0,418.0,87.0,288.0,222.0,2025-04-20 14:29:30,2.7.0,,,9.0,Astrodynamics simulation framework.,,,113.0,22,True,1.0,,,,,,,,,,,,,,
31,SVL Simulator,lgsvl/simulator,,auto,https://github.com/lgsvl/simulator,https://github.com/lgsvl/simulator,,2018-07-02 22:07:26,2023-04-04 21:17:55,2022-01-19 23:09:19,2067.0,,765.0,85.0,41.0,614.0,1490.0,2380.0,2021-10-04 19:40:16,2021.3,97466.0,1233.0,32.0,A ROS/ROS2 Multi-robot Simulator for Autonomous Vehicles.,,,46.0,21,False,3.0,,,,,,,,,,,,,,
32,Gazebo Classic,gazebosim/gazebo-classic,,robotics,https://classic.gazebosim.org/,https://github.com/gazebosim/gazebo-classic,Apache-2,2020-04-19 04:26:21,2024-12-03 13:17:30,2024-12-03 13:13:52,32589.0,,494.0,32.0,337.0,1466.0,1588.0,1270.0,,,,,,"Gazebo classic. For the latest version, see https://github.com/gazebosim/gz-sim.",,,199.0,21,False,2.0,,,,,,,,,,,,,,
33,Virtual RobotX,osrf/vrx,,maritime,https://github.com/osrf/vrx,https://github.com/osrf/vrx,Apache-2.0,2020-05-04 20:29:12,2025-07-24 18:24:19,2025-07-24 16:37:40,2459.0,37.0,224.0,16.0,296.0,39.0,510.0,534.0,2025-07-24 18:30:37,3.0.4,,,18.0,Virtual RobotX (VRX) resources.,,,36.0,21,True,1.0,,,,,,,,,,,,,,
34,jaxsim,ami-iit/jaxsim,,ml,https://jaxsim.readthedocs.io,https://github.com/ami-iit/jaxsim,BSD-3-Clause,2022-01-31 16:44:28,2025-07-23 13:23:04,2025-06-09 14:03:45,2105.0,73.0,17.0,18.0,376.0,13.0,58.0,141.0,2025-04-22 15:56:40,0.7.0,,1863.0,10.0,A differentiable physics engine and multibody dynamics library for control and robot learning.,3.0,3.0,13.0,21,True,2.0,jaxsim,https://pypi.org/project/jaxsim,1261.0,,,conda-forge/jaxsim,https://anaconda.org/conda-forge/jaxsim,2025-04-29 13:51:13.239,10244.0,,,,,
35,Habitat Sim,facebookresearch/habitat-sim,,ml,https://aihabitat.org/,https://github.com/facebookresearch/habitat-sim,MIT,2019-02-04 23:14:28,2025-07-22 19:01:39,2025-04-24 22:53:07,1639.0,,460.0,78.0,1739.0,187.0,636.0,3080.0,2025-01-27 19:28:32,"0.3,3",,,28.0,"A flexible, high-performance 3D simulator for Embodied AI research.",,,62.0,20,True,2.0,,,,,1.0,,,,,,,,,
36,Roboschool,openai/roboschool,,robotics,https://blog.openai.com/roboschool/,https://github.com/openai/roboschool,mit,2017-05-15 22:17:09,2023-04-02 11:37:04,2019-10-10 01:01:07,367.0,,479.0,281.0,32.0,75.0,109.0,2156.0,,,,,,"DEPRECATED: Open-source software for robot simulation, integrated with OpenAI Gym.",192.0,192.0,9.0,20,False,2.0,,,,,,,,,,,,,,
37,Astrobee,NASA/astrobee,,space,https://github.com/nasa/astrobee,https://github.com/nasa/astrobee,Apache-2.0,2017-08-29 23:16:13,2025-06-04 17:04:13,2024-07-03 20:22:46,551.0,,332.0,64.0,616.0,13.0,193.0,1170.0,2024-07-19 22:29:17,0.19.1,,,23.0,NASA Astrobee Robot Software.,,,22.0,20,True,2.0,,,,,,,,,,,,,,
38,Gazebo,gazebosim/gz-sim,,robotics,https://gazebosim.org/home,https://github.com/gazebosim/gz-sim,Apache-2.0,2020-04-15 09:17:50,2025-07-29 23:11:56,2025-07-26 03:30:46,7212.0,28.0,314.0,18.0,2024.0,424.0,558.0,971.0,2025-01-16 23:44:06,gz-sim9_9.0.0,,,6.0,Open source robotics simulator. The latest version of Gazebo.,,,158.0,20,True,2.0,,,,https://gazebosim.org/api/sim/9/,,,,,,,,,,
39,AWSim,tier4/AWSIM,,auto,https://github.com/tier4/AWSIM,https://github.com/tier4/AWSIM,apache-2,2022-10-14 00:48:24,2025-04-16 09:10:53,2025-04-16 09:04:58,1121.0,,96.0,62.0,283.0,41.0,70.0,601.0,2024-11-15 12:44:00,1.3.1,63752.0,1931.0,10.0,Open source simulator for self-driving vehicles.,,,30.0,20,True,3.0,,,,,,,,,,,,,,
40,pyrobosim,sea-bass/pyrobosim,[],flatsim,https://pyrobosim.readthedocs.io/,https://github.com/sea-bass/pyrobosim,MIT,2022-01-17 13:04:18,2025-07-28 23:27:55,2025-07-28 23:27:53,507.0,27.0,57.0,16.0,260.0,8.0,114.0,336.0,2025-07-05 03:15:28,4.2.0,,233.0,12.0,ROS 2 enabled 2D mobile robot simulator for behavior prototyping.,7.0,7.0,18.0,20,True,2.0,pyrobosim,https://pypi.org/project/pyrobosim,233.0,,,,,,,,,,,
41,Cosys-AirSim,Cosys-Lab/Cosys-AirSim,,aerial,https://cosys-lab.github.io/Cosys-AirSim/,https://github.com/Cosys-Lab/Cosys-AirSim,mit,2022-08-22 09:24:58,2025-07-08 10:49:03,2025-04-16 10:05:50,5135.0,,70.0,10.0,31.0,35.0,37.0,198.0,2025-04-16 10:16:26,5.5-v3.3,4363.0,290.0,10.0,"AirSim is a simulator for drones, cars and more, built on Unreal Engine. We expand it with new implementations and..",,,261.0,20,True,1.0,,,,,,,,,,,,,,
42,Self Driving Car,udacity/self-driving-car-sim,,auto,https://github.com/udacity/self-driving-car-sim,https://github.com/udacity/self-driving-car-sim,mit,2017-02-08 03:31:26,2022-02-24 12:49:52,2022-02-24 12:49:52,26.0,,1464.0,225.0,16.0,53.0,70.0,3961.0,2017-07-11 20:07:27,T3_v1.2,71071.0,725.0,11.0,A self-driving car simulator built with Unity.,,,8.0,19,False,3.0,,,,,,,,,,,,,,
43,Sapien,haosulab/SAPIEN,,ml,https://sapien.ucsd.edu/,https://github.com/haosulab/SAPIEN,,2020-03-16 01:11:40,2025-07-25 22:53:00,2025-07-17 18:25:36,1690.0,5.0,52.0,17.0,27.0,56.0,142.0,614.0,,,3798.0,271.0,2.0,SAPIEN Embodied AI Platform.,223.0,223.0,15.0,19,True,2.0,,,,,-2.0,,,,,,,,,
44,K-Sim,kscalelabs/ksim,,ml,https://docs.kscale.dev/docs/ksim,https://github.com/kscalelabs/ksim,MIT,2025-01-26 04:37:31,2025-07-28 20:38:19,2025-07-27 01:30:08,754.0,185.0,21.0,5.0,463.0,14.0,12.0,185.0,2025-07-12 05:41:21,0.1.99,,989.0,71.0,RL training library for humanoid locomotion and manipulation. Built on top of MuJoCo and JAX.,,,8.0,19,True,2.0,ksim,https://pypi.org/project/ksim,989.0,,-2.0,,,,,,,,,
45,RotorS,ethz-asl/rotors_simulator,[],aerial,https://github.com/ethz-asl/rotors_simulator,https://github.com/ethz-asl/rotors_simulator,mit,2014-03-18 15:02:10,2024-07-15 13:12:46,2021-07-06 12:37:20,1780.0,,683.0,97.0,339.0,160.0,220.0,1364.0,,,,,,RotorS is a UAV gazebo simulator.,,,49.0,18,True,2.0,,,,,,,,,,,,,,
46,MuJoCo playground,google-deepmind/mujoco_playground/,,ml,https://playground.mujoco.org/,https://github.com/google-deepmind/mujoco_playground,Apache-2.0,2024-12-03 22:39:09,2025-06-30 22:35:44,2025-06-30 22:35:00,115.0,18.0,159.0,19.0,43.0,22.0,78.0,1268.0,2025-06-23 18:39:59,0.0.5,,,4.0,An open-source library for GPU-accelerated robot learning and sim-to-real transfer.,,,,18,True,3.0,,,,,,,,,,,,,,
47,OpenRAVE,rdiankov/openrave,[],robotics,https://openrave.org/,https://github.com/rdiankov/openrave,Apache-2 and LGPL-3,2012-09-14 05:40:51,2025-07-29 03:31:37,2024-08-16 12:00:23,10375.0,,324.0,73.0,1001.0,300.0,221.0,776.0,,,,,,"Open Robotics Automation Virtual Environment: An environment for testing, developing, and deploying robotics motion..",,,122.0,18,True,2.0,,,,,,,,,,,,,,
48,MuJoCo Wrap,google-deepmind/mujoco_warp,[],physics,https://github.com/google-deepmind/mujoco_warp,https://github.com/google-deepmind/mujoco_warp,Apache-2.0,2025-03-17 22:35:01,2025-07-30 09:40:07,2025-07-30 09:40:07,1123.0,641.0,61.0,31.0,399.0,49.0,110.0,653.0,,,,,,"GPU-optimized version of the MuJoCo physics simulator, designed for NVIDIA hardware.",,,23.0,18,True,2.0,,,,,,,,,,,,,,
49,Flightmare,uzh-rpg/flightmare,[],aerial,https://uzh-rpg.github.io/flightmare/,https://github.com/uzh-rpg/flightmare,MIT,2020-07-14 12:40:25,2024-06-14 15:36:57,2023-05-15 08:41:51,139.0,,362.0,36.0,37.0,113.0,60.0,1188.0,2020-12-01 16:59:05,0.0.5,5512.0,93.0,5.0,An Open Flexible Quadrotor Simulator.,,,7.0,17,True,2.0,,,,,,,,,,,,,,
50,LocoMuJoCo,robfiras/loco-mujoco,,ml,https://loco-mujoco.readthedocs.io/,https://github.com/robfiras/loco-mujoco,MIT,2023-06-22 17:23:08,2025-05-30 15:29:57,2025-05-30 15:29:56,696.0,2.0,114.0,14.0,16.0,25.0,36.0,1116.0,2025-04-18 12:03:55,1.0.1,,,6.0,Imitation learning benchmark focusing on complex locomotion tasks using MuJoCo.,8.0,8.0,13.0,17,True,3.0,,,,,,,,,,,,,,
51,Holodeck,BYU-PCCL/holodeck,,ml,https://github.com/BYU-PCCL/holodeck,https://github.com/BYU-PCCL/holodeck,MIT,2016-10-07 22:12:04,2022-02-19 05:41:14,2021-04-30 02:11:03,1025.0,,42.0,18.0,210.0,49.0,196.0,589.0,2020-04-02 23:24:07,0.3.1,,,5.0,High Fidelity Simulator for Reinforcement Learning and Robotics Research.,10.0,10.0,19.0,17,True,3.0,,,,,,,,,,,,,,
52,PhysX 5,NVIDIA-Omniverse/PhysX,[],physics,https://nvidia-omniverse.github.io/PhysX/,https://github.com/NVIDIA-Omniverse/PhysX,BSD-3-Clause,2022-10-04 09:07:32,2025-07-22 17:28:32,2025-07-22 17:19:03,34.0,1.0,487.0,59.0,43.0,40.0,121.0,4073.0,2025-07-22 17:27:28,107.3-physx-5.6.1,,,19.0,NVIDIA PhysX SDK.,,,7.0,16,True,3.0,,,,,,,,,,,,,,
53,Unity Robotics Hub,Unity-Technologies/Unity-Robotics-Hub,[],robotics,https://github.com/Unity-Technologies/Unity-Robotics-Hub,https://github.com/Unity-Technologies/Unity-Robotics-Hub,Apache-2,2020-09-24 17:23:13,2024-11-26 12:02:53,2024-11-26 11:42:34,138.0,,444.0,58.0,237.0,50.0,146.0,2315.0,2022-02-03 01:13:55,0.7.0,,,4.0,"Central repository for tools, tutorials, resources, and documentation for robotics simulation in Unity.",,,13.0,16,True,2.0,,,,,,,,,,,,,,
54,Gym Pybullet Drones,utiasDSL/gym-pybullet-drones,[],aerial,https://utiasdsl.github.io/gym-pybullet-drones/,https://github.com/utiasDSL/gym-pybullet-drones,MIT,2020-08-10 07:38:09,2025-06-30 13:18:01,2025-06-30 13:18:01,804.0,1.0,425.0,17.0,52.0,108.0,107.0,1573.0,2021-03-09 21:11:22,1.0.0,,,5.0,PyBullet Gymnasium environments for single and multi-agent reinforcement learning of quadcopter control.,,,17.0,16,True,2.0,,,,,,,,,,,,,,
55,RoboVerse,RoboVerseOrg/RoboVerse,,ml,https://roboverseorg.github.io/,https://github.com/RoboVerseOrg/RoboVerse,Apache-2.0,2025-04-04 03:00:06,2025-07-30 09:30:01,2025-07-30 08:34:53,427.0,178.0,106.0,13.0,253.0,67.0,71.0,1345.0,,,,,,"RoboVerse: Towards a Unified Platform, Dataset and Benchmark for Scalable and Generalizable Robot Learning.",,,24.0,16,True,3.0,,,,,,,,,,,,,,
56,MetaDrive,metadriverse/metadrive/,,ml,https://metadriverse.github.io/metadrive-simulator/,https://github.com/metadriverse/metadrive,Apache-2.0,2021-08-28 08:42:42,2025-05-12 06:21:57,2025-05-12 06:21:55,822.0,1.0,139.0,17.0,435.0,83.0,309.0,964.0,2024-12-06 17:31:09,MetaDrive-0.4.3,46151.0,1003.0,12.0,MetaDrive: Lightweight driving simulator for everyone.,,,,16,True,3.0,,,,,-1.0,,,,,,,,,
57,UUV Simulator,uuvsimulator/uuv_simulator,,maritime,https://uuvsimulator.github.io/,https://github.com/uuvsimulator/uuv_simulator,apache-2,2016-07-13 11:21:05,2023-08-08 15:18:36,2020-06-15 14:57:59,1275.0,,313.0,49.0,285.0,106.0,75.0,785.0,,,,,,Gazebo/ROS packages for underwater robotics simulation.,,,21.0,16,False,1.0,,,,,,,,,,,,,,
58,Newton (Physics),newton-physics/newton,,robotics,https://newton-physics.github.io/newton/,https://github.com/newton-physics/newton,Apache-2.0,2025-04-22 04:12:07,2025-07-29 21:53:21,2025-07-29 21:52:47,723.0,677.0,60.0,18.0,243.0,101.0,130.0,660.0,,,,,,"An open-source, GPU-accelerated physics simulation engine built upon NVIDIA Warp, specifically targeting roboticists..",,,23.0,16,True,2.0,,,,,,,,,,,,,,
