,name,github_id,labels,category,homepage,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,pypi_id,pypi_url,pypi_monthly_downloads,doc_url,updated_github_id,trending,conda_id,conda_url,conda_latest_release_published_at,conda_total_downloads,home_page,docs_url,update_at,gitlab_id,gitlab_url
10,O3DE,o3de/o3de,[],game,https://o3de.org/,https://github.com/o3de/o3de,MIT and Apache-2,2021-04-05 06:38:18,2026-02-10 16:01:03,2026-02-10 16:01:02,26739.0,69.0,2400.0,145.0,11112.0,3405.0,4528.0,8940.0,2026-01-27 17:16:49,2510.2,11237.0,204.0,19.0,Open 3D Engine (O3DE) is an Apache 2.0-licensed multi-platform 3D engine that enables developers and content creators..,,,329.0,29,True,2.0,,,,,,,,,,,,,,,
11,O3DE for Robotics,o3de/o3de,[],robotics,https://o3de.org/,https://github.com/o3de/o3de,MIT and Apache-2,2021-04-05 06:38:18,2026-02-10 16:01:03,2026-02-10 16:01:02,26739.0,69.0,2400.0,145.0,11112.0,3405.0,4528.0,8940.0,2026-01-27 17:16:49,2510.2,11237.0,204.0,19.0,Open 3D Engine (O3DE) is an Apache 2.0-licensed multi-platform 3D engine that enables developers and content creators..,,,329.0,29,True,1.0,,,,,,,,,,,,,,,
12,Atom,o3de/o3de,[],render,https://docs.o3de.org/docs/atom-guide/,https://github.com/o3de/o3de,Apache-2.0 and MIT,2021-04-05 06:38:18,2026-02-10 16:01:03,2026-02-10 16:01:02,26739.0,69.0,2400.0,145.0,11112.0,3405.0,4528.0,8940.0,2026-01-27 17:16:49,2510.2,11237.0,204.0,19.0,Open 3D Engine (O3DE) is an Apache 2.0-licensed multi-platform 3D engine that enables developers and content creators..,,,329.0,29,True,1.0,,,,,,,,,,,,,,,
13,OGRE,OGRECave/ogre,[],render,https://www.ogre3d.org/,https://github.com/OGRECave/ogre,MIT,2015-11-29 15:57:03,2026-02-06 19:00:32,2026-02-06 19:00:32,13238.0,153.0,1016.0,150.0,2617.0,146.0,799.0,4486.0,2026-01-31 18:14:28,14.5.2,3738.0,33.0,86.0,"high-performance rendering backend (C++, Python, C#, Java).",,,341.0,28,True,2.0,,,,,,,,,,,,,,,
14,Bullet Physics SDK,bulletphysics/bullet3,[],physics,http://bulletphysics.org/,https://github.com/bulletphysics/bullet3,zlib,2011-04-12 18:45:08,2025-10-22 02:13:14,2025-10-22 02:13:14,9405.0,,2946.0,404.0,1938.0,254.0,1792.0,14223.0,2022-04-24 23:54:27,3.25,5579.0,46.0,11.0,"Bullet Physics SDK: real-time collision detection and multi-physics simulation for VR, games, visual effects,..",21.0,21.0,311.0,27,True,1.0,,,,,,,,,,,,,,,
15,NVIDIA Isaac Sim Isaac Lab,isaac-sim/IsaacLab,[],ml,https://isaac-sim.github.io/IsaacLab,https://github.com/isaac-sim/IsaacLab,BSD-3-Clause,2022-11-16 23:55:13,2026-02-11 08:00:31,2026-02-09 22:51:07,1549.0,108.0,2992.0,60.0,1472.0,348.0,1894.0,6303.0,2026-02-02 18:54:35,2.3.2,,,20.0,Unified framework for robot learning built on NVIDIA Isaac Sim.,,,197.0,27,True,1.0,,,,,,,,,,,,,,,
16,Webots,cyberbotics/webots,,robotics,https://www.cyberbotics.com/,https://github.com/cyberbotics/webots,Apache-2.0,2018-11-05 14:09:10,2026-02-10 23:25:13,2026-02-08 16:13:30,15733.0,4.0,1883.0,74.0,4675.0,241.0,1656.0,4084.0,2025-02-04 12:36:33,R2025a,1806371.0,21004.0,17.0,Webots Robot Simulator.,,,141.0,27,True,1.0,,,,,,,,,,,,,,,
17,Wren (Webots),cyberbotics/webots,[],render,https://cyberbotics.com/,https://github.com/cyberbotics/webots,Apache-2.0,2018-11-05 14:09:10,2026-02-10 23:25:13,2026-02-08 16:13:30,15733.0,4.0,1883.0,74.0,4675.0,241.0,1656.0,4084.0,2025-02-04 12:36:33,R2025a,1806371.0,21004.0,17.0,Webots Robot Simulator.,,,141.0,27,True,2.0,,,,,,,,,,,,,,,
18,Project CHRONO,projectchrono/chrono,,physics,https://projectchrono.org,https://github.com/projectchrono/chrono,BSD 3-Clause,2013-09-03 15:34:23,2026-02-10 07:29:56,2026-02-06 12:48:22,18960.0,316.0,544.0,111.0,316.0,70.0,286.0,2717.0,2025-06-28 16:26:10,8.1.0,9112.0,157.0,6.0,High-performance C++ library for multiphysics and multibody dynamics simulations.,,,138.0,27,True,1.0,,,,,,,,,,,,,,,
19,BRAX,google/brax,,physics,https://github.com/google/brax,https://github.com/google/brax,Apache-2,2021-06-02 21:45:19,2026-02-10 18:48:56,2026-02-10 18:48:10,392.0,21.0,320.0,31.0,113.0,87.0,321.0,3055.0,2025-12-16 20:54:57,0.14.0,,,35.0,Massively parallel rigidbody physics simulation on accelerator hardware.,553.0,553.0,52.0,26,True,2.0,,,,,,,,,,,,,,,
20,Avian 3D,Jondolf/avian,,physics,https://crates.io/crates/avian3d,https://github.com/avianphysics/avian,Apache-2.0,2022-05-29 11:28:38,2026-02-07 17:46:34,2026-02-07 12:55:23,1128.0,22.0,214.0,14.0,532.0,150.0,220.0,2740.0,2026-01-17 01:08:11,0.5.0,,,16.0,ECS-driven 2D and 3D physics engine for the Bevy game engine.,358.0,358.0,76.0,26,True,2.0,,,,,avianphysics/avian,,,,,,,,,,
21,mjlab,mujocolab/mjlab,,ml,https://github.com/mujocolab/mjlab,https://github.com/mujocolab/mjlab,Apache-2,2025-06-10 02:34:09,2026-02-11 10:46:18,2026-02-10 00:15:21,750.0,409.0,200.0,16.0,393.0,16.0,160.0,1648.0,2026-01-29 05:38:09,1.0.0,,1607.0,2.0,"Isaac Lab API, powered by MuJoCo-Warp, for RL and robotics research.",,,25.0,26,True,2.0,mjlab,https://pypi.org/project/mjlab,1607.0,https://github.com/mujocolab/mjlab/blob/main/README.md,,,,,,,,,,,
22,PyRender,mmatl/pyrender,,render,http://pyrender.readthedocs.io/,https://github.com/mmatl/pyrender,MIT,2019-01-20 00:11:18,2025-02-07 06:54:10,2022-04-30 19:40:43,255.0,,246.0,19.0,65.0,167.0,75.0,1460.0,,,,264889.0,,Easy-to-use glTF 2.0-compliant OpenGL renderer for visualization of 3D scenes.,3134.0,3134.0,23.0,25,True,3.0,pyrender,https://pypi.org/project/pyrender,264889.0,,,,,,,,,,,,
23,DART,dartsim/dart,[],physics,http://dartsim.github.io/,https://github.com/dartsim/dart,BSD-2-Clause,2011-09-19 21:53:51,2026-02-11 10:48:43,2026-02-11 10:48:42,6627.0,355.0,288.0,53.0,1763.0,,683.0,1056.0,2026-02-10 17:37:40,6.16.7,,,69.0,"C++20 physics engine for robotics and animation with collision, constraints, and Python bindings.",9.0,9.0,74.0,25,True,2.0,,,,,,,,,,,,,,,
24,ESMINI,esmini/esmini,,auto,https://github.com/esmini/esmini,https://github.com/esmini/esmini,MPL-2,2019-05-03 07:49:16,2026-02-11 09:50:21,2026-02-05 16:09:18,3715.0,100.0,247.0,27.0,158.0,195.0,420.0,899.0,2026-02-05 16:49:09,2.59.0,33430.0,630.0,100.0,a basic OpenSCENARIO player.,,,89.0,25,True,2.0,,,,,,,,,,,,,,,
25,Gymnasium Robotics,Farama-Foundation/Gymnasium-Robotics,,ml,https://robotics.farama.org/,https://github.com/Farama-Foundation/Gymnasium-Robotics,MIT,2021-10-25 18:10:57,2026-01-24 09:12:09,2026-01-24 09:10:47,462.0,3.0,130.0,14.0,214.0,17.0,66.0,848.0,2026-01-02 21:49:36,1.4.2,,24062.0,15.0,A collection of robotics simulation environments for reinforcement learning.,324.0,324.0,35.0,25,True,2.0,gymnasium-robotics,https://pypi.org/project/gymnasium-robotics,24062.0,,,,,,,,,,,,
26,Vulkan,KhronosGroup/Vulkan-Hpp,[],render,https://www.khronos.org/,https://github.com/KhronosGroup/Vulkan-Hpp,Apache-2.0,2016-06-16 12:51:55,2026-02-10 11:26:46,2026-02-10 11:26:46,2398.0,71.0,344.0,109.0,1776.0,12.0,683.0,3613.0,2026-02-09 09:05:13,1.4.343,,,100.0,Open-Source Vulkan C++ API.,,,100.0,24,True,3.0,,,,,,,,,,,,,,,
27,OpenGL,KhronosGroup/Vulkan-Hpp,[],render,https://www.khronos.org/,https://github.com/KhronosGroup/Vulkan-Hpp,Apache-2.0,2016-06-16 12:51:55,2026-02-10 11:26:46,2026-02-10 11:26:46,2398.0,71.0,344.0,109.0,1776.0,12.0,683.0,3613.0,2026-02-09 09:05:13,1.4.343,,,100.0,Open-Source Vulkan C++ API.,,,100.0,24,True,3.0,,,,,,,,,,,,,,,
28,Habitat Sim,facebookresearch/habitat-sim,,ml,https://aihabitat.org/,https://github.com/facebookresearch/habitat-sim,MIT,2019-02-04 23:14:28,2026-02-11 05:33:53,2026-02-11 01:38:45,1646.0,7.0,498.0,78.0,1753.0,201.0,639.0,3525.0,2024-10-30 22:08:14,0.3.2,,,27.0,"A flexible, high-performance 3D simulator for Embodied AI research.",74.0,74.0,62.0,24,True,2.0,,,,,,4.0,,,,,,,,,
29,HighwayEnv,Farama-Foundation/HighwayEnv,,others,https://highway-env.farama.org/,https://github.com/Farama-Foundation/HighwayEnv,MIT,2017-11-15 15:38:46,2025-10-18 14:17:22,2025-10-18 14:12:50,1415.0,,807.0,27.0,117.0,75.0,407.0,3166.0,2025-10-18 14:15:47,1.10.2,,4263.0,17.0,A minimalist environment for decision-making in autonomous driving.,,,46.0,24,True,1.0,highway-env,https://pypi.org/project/highway-env,4263.0,,,,,,,,,,,,
30,JSBSim,JSBSim-Team/jsbsim,[],physics,https://github.com/JSBSim-Team/jsbsim,https://github.com/JSBSim-Team/jsbsim,LGPL-2.1,2017-12-17 20:18:32,2026-02-10 11:16:05,2026-02-10 11:16:05,6002.0,18.0,525.0,57.0,451.0,40.0,325.0,1891.0,2026-02-07 11:21:36,1.2.4,34089.0,486.0,21.0,An open source flight dynamics & control software library.,,,71.0,24,True,2.0,,,,,,2.0,,,,,,,,,
31,AI2-thor,allenai/ai2thor,,ml,https://ai2thor.allenai.org/,https://github.com/allenai/ai2thor,Apache-2.0,2017-10-17 18:00:39,2025-11-04 06:09:29,2025-05-29 18:14:02,7768.0,,262.0,63.0,598.0,274.0,375.0,1661.0,2022-12-13 23:25:15,5.0.0,,,48.0,An open-source platform for Visual AI.,393.0,393.0,51.0,24,True,2.0,,,,,,,,,,,,,,,
32,IR-SIM,hanruihua/ir-sim,,flatsim,https://ir-sim.readthedocs.io/en,https://github.com/hanruihua/ir-sim,MIT,2022-05-30 03:51:40,2026-02-10 11:27:54,2026-02-10 11:27:45,1489.0,62.0,128.0,11.0,167.0,6.0,37.0,1009.0,2026-01-25 18:29:32,2.9.0,,1707.0,48.0,"A Python-based lightweight robot simulator designed for navigation, control, and reinforcement learning.",14.0,14.0,13.0,24,True,1.0,ir-sim,https://pypi.org/project/ir-sim,1707.0,,,,,,,,,,,,
33,Metaworld,Farama-Foundation/Metaworld,,ml,https://metaworld.farama.org/,https://github.com/Farama-Foundation/Metaworld,MIT,2019-09-09 19:00:02,2026-01-20 16:15:11,2026-01-20 16:14:09,962.0,2.0,311.0,27.0,323.0,3.0,242.0,1736.0,2025-06-14 01:43:48,3.0.0,,11325.0,2.0,Collections of robotics environments geared towards benchmarking multi-task and meta reinforcement learning.,,,41.0,23,True,2.0,metaworld,https://pypi.org/project/metaworld,11325.0,,,-1.0,,,,,,,,,
34,Basilisk,AVSLab/basilisk,,space,https://github.com/AVSLab/basilisk,https://github.com/AVSLab/basilisk,ISC,2022-12-13 01:59:21,2026-02-11 06:44:34,2026-02-06 22:39:06,12537.0,226.0,98.0,9.0,531.0,98.0,351.0,288.0,2026-01-30 00:38:02,2.9.0,,,11.0,Astrodynamics simulation framework.,,,119.0,23,True,1.0,,,,,,,,,,,,,,,
35,jaxsim,ami-iit/jaxsim,,ml,https://jaxsim.readthedocs.io,https://github.com/gbionics/jaxsim,BSD-3-Clause,2022-01-31 16:44:28,2026-02-04 15:32:17,2026-02-04 15:32:15,2293.0,65.0,21.0,16.0,422.0,13.0,65.0,170.0,2025-12-10 17:02:35,0.8.2,,1870.0,13.0,A differentiable physics engine and multibody dynamics library for control and robot learning.,3.0,3.0,16.0,23,True,2.0,jaxsim,https://pypi.org/project/jaxsim,1264.0,,gbionics/jaxsim,1.0,conda-forge/jaxsim,https://anaconda.org/conda-forge/jaxsim,2025-12-15 13:32:17.756,14552.0,,,,,
36,Newton (Physics),newton-physics/newton,,robotics,https://newton-physics.github.io/newton/,https://github.com/newton-physics/newton,Apache-2.0,2025-04-22 04:12:07,2026-02-11 10:42:44,2026-02-11 10:14:47,1261.0,266.0,246.0,32.0,816.0,190.0,558.0,2498.0,,,,,,"An open-source, GPU-accelerated physics simulation engine built upon NVIDIA Warp, specifically targeting roboticists..",,,40.0,22,True,2.0,,,,,,,,,,,,,,,
37,Gazebo,gazebosim/gz-sim,,robotics,https://gazebosim.org/home,https://github.com/gazebosim/gz-sim,Apache-2.0,2020-04-15 09:17:50,2026-02-11 06:25:38,2026-02-11 06:25:36,7412.0,25.0,365.0,18.0,2258.0,459.0,604.0,1204.0,2025-10-14 04:14:45,gz-sim10_10.0.0,,,7.0,Open source robotics simulator. The latest version of Gazebo.,,,168.0,22,True,2.0,,,,https://gazebosim.org/api/sim/9/,,,,,,,,,,,
38,AWSim,tier4/AWSIM,,auto,https://github.com/tier4/AWSIM,https://github.com/tier4/AWSIM,apache-2,2022-10-14 00:48:24,2025-12-06 15:47:43,2025-12-06 15:47:08,1445.0,5.0,108.0,61.0,340.0,19.0,105.0,674.0,2025-10-31 07:06:14,2.0.1,75745.0,1893.0,12.0,Open sourced digital twin simulator for Autoware.,,,33.0,22,True,3.0,,,,,,,,,,,,,,,
39,SVL Simulator,lgsvl/simulator,,auto,https://github.com/lgsvl/simulator,https://github.com/lgsvl/simulator,,2018-07-02 22:07:26,2023-04-04 21:17:55,2022-01-19 23:09:19,2067.0,,772.0,84.0,41.0,614.0,1490.0,2421.0,2021-10-04 19:40:16,2021.3,98132.0,1141.0,32.0,A ROS/ROS2 Multi-robot Simulator for Autonomous Vehicles.,,,46.0,21,False,3.0,,,,,,,,,,,,,,,
40,Gazebo Classic,gazebosim/gazebo-classic,,robotics,https://classic.gazebosim.org/,https://github.com/gazebosim/gazebo-classic,Apache-2,2020-04-19 04:26:21,2024-12-03 13:17:30,2024-12-03 13:13:52,32589.0,,506.0,31.0,337.0,1466.0,1588.0,1328.0,,,,,,"Gazebo classic. For the latest version, see https://github.com/gazebosim/gz-sim.",,,199.0,21,False,2.0,,,,,,,,,,,,,,,
41,MuJoCo Wrap,google-deepmind/mujoco_warp,[],physics,https://github.com/google-deepmind/mujoco_warp,https://github.com/google-deepmind/mujoco_warp,Apache-2.0,2025-03-17 22:35:01,2026-02-10 13:46:59,2026-02-10 13:46:59,1731.0,177.0,124.0,38.0,867.0,33.0,230.0,1047.0,2026-01-08 21:52:44,0.0.2,,,1.0,"GPU-optimized version of the MuJoCo physics simulator, designed for NVIDIA hardware.",,,35.0,21,True,2.0,,,,,,,,,,,,,,,
42,IGibson,StanfordVL/iGibson,,ml,https://svl.stanford.edu/igibson/,https://github.com/StanfordVL/iGibson,MIT,2019-05-21 21:45:23,2024-06-26 19:22:02,2023-02-19 08:26:34,4079.0,,162.0,42.0,36.0,127.0,214.0,791.0,2023-02-19 08:29:49,2.2.2,322.0,4.0,16.0,A Simulation Environment to train Robots in Large Realistic Interactive Scenes.,14.0,14.0,34.0,21,True,2.0,,,,,,,,,,,,,,,
43,Colosseum,CodexLabsLLC/Colosseum,,aerial,https://codexlabsllc.github.io/Colosseum/,https://github.com/CodexLabsLLC/Colosseum,MIT,2022-07-23 10:32:41,2025-12-08 14:09:28,2025-12-08 14:09:27,3717.0,1.0,173.0,24.0,47.0,61.0,26.0,597.0,2025-08-08 18:22:02,2.3.0,18862.0,483.0,6.0,Open source simulator for autonomous robotics built on Unreal Engine with support for Unity.,,,255.0,21,True,1.0,,,,,,,,,,,,,,,
44,ManiSkill,haosulab/ManiSkill,,ml,https://maniskill.ai/,https://github.com/haosulab/ManiSkill,Apache-2.0,2022-08-02 04:56:58,2026-01-31 09:20:00,2026-01-31 09:20:00,611.0,12.0,406.0,17.0,577.0,120.0,645.0,2555.0,2025-12-05 09:27:11,3.0.0b22,,,36.0,"SAPIEN Manipulation Skill Framework, an open source GPU parallelized robotics simulator and benchmark, led by Hillbot,..",,,64.0,20,True,2.0,,,,,,,,,,,,,,,
45,Roboschool,openai/roboschool,,robotics,https://blog.openai.com/roboschool/,https://github.com/openai/roboschool,mit,2017-05-15 22:17:09,2023-04-02 11:37:04,2019-10-10 01:01:07,367.0,,480.0,271.0,32.0,75.0,109.0,2166.0,,,,,,"DEPRECATED: Open-source software for robot simulation, integrated with OpenAI Gym.",193.0,193.0,9.0,20,False,2.0,,,,,,,,,,,,,,,
46,Virtual RobotX,osrf/vrx,,maritime,https://github.com/osrf/vrx,https://github.com/osrf/vrx,Apache-2.0,2020-05-04 20:29:12,2026-01-26 17:02:00,2026-01-26 17:02:00,2465.0,5.0,252.0,15.0,304.0,31.0,537.0,629.0,2025-11-26 14:36:35,3.1.0,,,19.0,Virtual RobotX (VRX) resources.,,,37.0,20,True,1.0,,,,,,,,,,,,,,,
47,pyrobosim,sea-bass/pyrobosim,[],flatsim,https://pyrobosim.readthedocs.io/,https://github.com/sea-bass/pyrobosim,MIT,2022-01-17 13:04:18,2026-02-02 16:35:29,2026-02-02 16:35:27,546.0,13.0,68.0,15.0,299.0,6.0,119.0,370.0,2026-01-01 14:52:14,4.3.3,,384.0,16.0,ROS 2 enabled 2D mobile robot simulator for behavior prototyping.,7.0,7.0,20.0,20,True,2.0,pyrobosim,https://pypi.org/project/pyrobosim,384.0,,,,,,,,,,,,
48,Self Driving Car,udacity/self-driving-car-sim,,auto,https://github.com/udacity/self-driving-car-sim,https://github.com/udacity/self-driving-car-sim,mit,2017-02-08 03:31:26,2022-02-24 12:49:52,2022-02-24 12:49:52,26.0,,1464.0,219.0,16.0,53.0,70.0,3979.0,2017-07-11 20:07:27,T3_v1.2,72119.0,686.0,11.0,A self-driving car simulator built with Unity.,,,8.0,19,False,3.0,,,,,,,,,,,,,,,
49,Simbody,simbody/simbody,[],physics,https://simtk.org/home/simbody,https://github.com/simbody/simbody,Apache-2.0,2013-08-16 00:21:53,2026-01-31 18:27:27,2026-01-31 18:27:27,5037.0,2.0,475.0,144.0,501.0,136.0,203.0,2497.0,2025-05-17 23:22:29,Simbody-3.8,,,11.0,High-performance C++ multibody dynamics/physics library for simulating articulated biomechanical and mechanical..,,,62.0,19,True,3.0,,,,,,,,,,,,,,,
50,MuJoCo playground,google-deepmind/mujoco_playground/,,ml,https://playground.mujoco.org/,https://github.com/google-deepmind/mujoco_playground,Apache-2.0,2024-12-03 22:39:09,2026-02-09 22:25:32,2026-01-27 11:46:23,164.0,15.0,266.0,19.0,71.0,53.0,106.0,1740.0,2026-01-08 22:18:01,0.1.0,,,5.0,An open-source library for GPU-accelerated robot learning and sim-to-real transfer.,,,,19,True,2.0,,,,,,,,,,,,,,,
51,Astrobee,NASA/astrobee,,space,https://github.com/nasa/astrobee,https://github.com/nasa/astrobee,Apache-2.0,2017-08-29 23:16:13,2025-12-02 17:42:45,2025-12-02 17:42:45,553.0,1.0,348.0,61.0,620.0,14.0,194.0,1244.0,2024-07-19 22:29:17,0.19.1,,,23.0,NASA Astrobee Robot Software.,,,22.0,19,True,2.0,,,,,,,,,,,,,,,
52,MetaDrive,metadriverse/metadrive/,,ml,https://metadriverse.github.io/metadrive-simulator/,https://github.com/metadriverse/metadrive,Apache-2.0,2021-08-28 08:42:42,2025-08-15 18:57:56,2025-05-12 06:21:55,822.0,,167.0,18.0,439.0,95.0,314.0,1107.0,2024-12-06 17:31:09,MetaDrive-0.4.3,68394.0,1290.0,12.0,MetaDrive: Lightweight driving simulator for everyone.,,,,19,True,2.0,,,,,,,,,,,,,,,
53,Jiminy,duburcqa/jiminy,,ml,https://github.com/duburcqa/jiminy,https://github.com/duburcqa/jiminy,MIT,2019-10-04 08:33:59,2025-09-05 07:35:57,2025-05-01 09:16:25,638.0,,28.0,3.0,751.0,36.0,92.0,284.0,2025-02-09 14:27:31,1.8.12,,1754.0,100.0,Jiminy: a fast and portable Python/C++ simulator of poly-articulated robots with OpenAI Gym interface for..,10.0,10.0,9.0,19,True,2.0,jiminy-py,https://pypi.org/project/jiminy-py,1754.0,,,,,,,,,,,,
54,PyFlyt,jjshoots/PyFlyt,,aerial,https://github.com/jjshoots/PyFlyt,https://github.com/jjshoots/PyFlyt,MIT,2022-05-27 15:44:46,2025-06-17 11:55:49,2025-06-17 11:55:49,1081.0,,41.0,4.0,35.0,13.0,47.0,214.0,2025-03-01 13:09:21,0.29.0,,1164.0,34.0,UAV Flight Simulator for Reinforcement Learning Research.,38.0,38.0,11.0,19,True,1.0,pyflyt,https://pypi.org/project/pyflyt,1164.0,,,,,,,,https://taijunjet.com/PyFlyt/index.html,,,,
55,RoboVerse,RoboVerseOrg/RoboVerse,,ml,https://roboverseorg.github.io/,https://github.com/RoboVerseOrg/RoboVerse,Apache-2.0,2025-04-04 03:00:06,2026-02-10 05:46:56,2026-01-31 15:51:09,1038.0,122.0,151.0,16.0,564.0,54.0,118.0,1664.0,,,5.0,0.0,2.0,"RoboVerse: Towards a Unified Platform, Dataset and Benchmark for Scalable and Generalizable Robot Learning.",,,47.0,18,True,3.0,,,,,,1.0,,,,,,,,,
56,RotorS,ethz-asl/rotors_simulator,[],aerial,https://github.com/ethz-asl/rotors_simulator,https://github.com/ethz-asl/rotors_simulator,mit,2014-03-18 15:02:10,2024-07-15 13:12:46,2021-07-06 12:37:20,1780.0,,684.0,94.0,339.0,161.0,220.0,1449.0,,,,,,RotorS is a UAV gazebo simulator.,,,49.0,18,True,2.0,,,,,,,,,,,,,,,
